Cod_Matricula;Descricao_Curso;Modalidade;Instituicao;Ultimo_Periodo_Letivo;Idade;Sexo;Situacao_Matricula;Forma_Ingresso;Semestre_Letivo_Inicial;Tempo;Cor;CR;Fez_Estágio
13588;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;25;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13589;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;29;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13590;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;33;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
13591;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;30;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13592;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;31;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13593;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;41;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15114;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;42;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13594;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;32;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13371;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;32;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15115;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;33;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
15495;Técnico em Eletromecânica;Concomitante;Campus Cachoeiro de Itapemirim;2024/2;20;M;Evadido;Ampla Concorrência;2024/2;0,5;BRA;;Não
13595;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;19;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13372;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;19;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15116;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;20;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13596;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;35;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13597;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;37;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13598;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;33;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15117;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;34;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13599;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;36;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15118;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;37;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
15119;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;37;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13600;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;36;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
13601;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13602;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;37;M;Evadido;Ampla Concorrência;2023/2;0,5;NEG;;Não
13603;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;24;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13604;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;41;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13605;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;41;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13606;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;55;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15120;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;56;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
15673;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;56;M;Evadido;Ampla Concorrência;2024/2;0,5;BRA;;Não
13607;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;30;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15121;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;31;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13270;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;17;M;Concluído;Ampla Concorrência;2023/2;0,5;NEG;;Não
15122;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;18;M;Concluído;Ampla Concorrência;2024/1;0,5;NEG;;Não
13608;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;47;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15123;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;48;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13609;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;33;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13610;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;33;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15124;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;34;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13611;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;25;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15125;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;26;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13612;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;18;M;Evadido;Ampla Concorrência;2023/2;0,5;NEG;;Não
13613;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;43;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13373;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;43;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15668;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;44;M;Concluído;Ampla Concorrência;2024/2;0,5;PAR;;Não
13614;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;32;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15126;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;33;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13615;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;23;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13616;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;32;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13617;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;47;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15127;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;48;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13618;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;45;M;Evadido;Ampla Concorrência;2023/2;0,5;NEG;;Não
13619;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13620;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;40;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15128;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;41;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13621;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;34;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13622;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;26;F;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15129;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;27;F;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13623;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;45;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13624;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;25;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15130;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;44;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13625;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;43;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
13626;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;19;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13627;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;22;F;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15131;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;23;F;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13628;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;35;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13629;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;27;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15132;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;33;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
15746;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;33;M;Evadido;Ampla Concorrência;2024/2;0,5;BRA;;Não
13630;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;32;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
13631;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;23;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15133;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;20;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
15657;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;20;M;Evadido;Ampla Concorrência;2024/2;0,5;PAR;;Não
13632;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;19;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
13633;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;28;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13634;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;22;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13635;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15134;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;40;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13636;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;31;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13374;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;31;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15135;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;32;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13637;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;25;F;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15136;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;26;F;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13638;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;28;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13639;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;35;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13640;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;29;M;Evadido;Ampla Concorrência;2023/2;0,5;NEG;;Não
13641;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;31;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13642;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;23;M;Evadido;Ampla Concorrência;2023/2;0,5;NEG;;Não
13375;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;23;M;Concluído;Ampla Concorrência;2023/2;0,5;NEG;;Não
13643;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;31;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15138;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;32;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
15656;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;32;M;Evadido;Ampla Concorrência;2024/2;0,5;BRA;;Não
13644;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;37;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15139;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;38;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13645;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;49;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13646;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;55;F;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15140;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;56;F;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13647;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;27;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13648;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;21;F;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13377;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;21;F;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15141;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;56;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13649;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;55;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
13650;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15142;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;40;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13489;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13651;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;45;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15143;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;46;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13652;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;30;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13653;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;36;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13654;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;28;F;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13378;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;28;F;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13655;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;26;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15144;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;21;F;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13656;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;20;F;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
13657;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;31;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15145;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;32;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13658;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;34;F;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15146;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;35;F;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13659;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;32;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15147;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;33;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13660;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;22;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13271;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;17;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13661;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;29;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15148;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;30;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13662;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;44;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13379;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;44;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15149;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;45;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13663;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;43;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15150;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;44;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13664;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;30;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13665;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;35;F;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15151;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;36;F;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13666;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;41;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15152;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;42;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13667;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;30;F;Concluído;Ampla Concorrência;2023/2;0,5;NEG;;Não
15153;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;31;F;Evadido;Ampla Concorrência;2024/1;0,5;NEG;;Não
15154;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;20;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13668;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;19;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
13669;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;48;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15155;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;49;M;Concluído;Ampla Concorrência;2024/1;0,5;BRA;;Não
13670;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;36;M;Concluído;Ampla Concorrência;2023/2;0,5;PAR;;Não
15156;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;37;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13671;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13672;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;24;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15157;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;25;M;Evadido;Ampla Concorrência;2024/1;0,5;PAR;;Não
13673;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;55;M;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13674;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;26;F;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
13675;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;23;F;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13676;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;30;M;Concluído;Ampla Concorrência;2023/2;0,5;NEG;;Não
15158;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;31;M;Concluído;Ampla Concorrência;2024/1;0,5;NEG;;Não
13677;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Concluído;Ampla Concorrência;2023/2;0,5;BRA;;Não
15159;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;40;M;Evadido;Ampla Concorrência;2024/1;0,5;BRA;;Não
13678;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
13380;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;39;M;Evadido;Ampla Concorrência;2023/2;0,5;PAR;;Não
15160;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;40;M;Concluído;Ampla Concorrência;2024/1;0,5;PAR;;Não
13679;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;21;F;Evadido;Ampla Concorrência;2023/2;0,5;BRA;;Não
15161;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/1;24;F;Evadido;Ampla Concorrência;2024/1;0,5;NEG;;Não
15706;Programação com JavaScript e Node.js;FIC;Campus Cachoeiro de Itapemirim;2024/2;24;F;Evadido;Ampla Concorrência;2024/2;0,5;NEG;;Não
13680;Introdução à Programação com HTML5, CSS e JavaScript;FIC;Campus Cachoeiro de Itapemirim;2023/2;23;F;Concluído;Ampla Concorrência;2023/2;0,5;NEG;;Não
